"run","random_seed","tick","MeatMean","HabitualMean"
1,1,451.0,0.5333333333333334,0.1
1,1,461.0,0.39999999999999997,0.1
1,1,471.0,0.4666666666666667,0.13333333333333336
1,1,481.0,0.43333333333333335,0.1
1,1,491.0,0.4333333333333334,0.03333333333333335
1,1,501.0,0.36666666666666664,0.16666666666666669
1,1,511.0,0.5333333333333333,0.0666666666666667
1,1,521.0,0.6666666666666666,0.1333333333333334
1,1,531.0,0.5,0.13333333333333336
1,1,541.0,0.4666666666666667,0.16666666666666669
1,1,551.0,0.4666666666666667,0.13333333333333336
1,1,561.0,0.5666666666666668,0.16666666666666669
1,1,571.0,0.4,0.10000000000000002
1,1,581.0,0.3666666666666667,0.2
1,1,591.0,0.5333333333333332,0.2666666666666667
1,1,601.0,0.4666666666666667,0.2
1,1,611.0,0.4666666666666668,0.0666666666666667
1,1,621.0,0.5666666666666668,0.16666666666666669
1,1,631.0,0.5666666666666668,0.16666666666666666
1,1,641.0,0.4333333333333334,0.13333333333333336
1,1,651.0,0.4666666666666667,0.16666666666666666
1,1,661.0,0.39999999999999997,0.2
1,1,671.0,0.5,0.2333333333333333
1,1,681.0,0.3666666666666667,0.2333333333333333
1,1,691.0,0.4333333333333333,0.16666666666666666
1,1,701.0,0.5333333333333333,0.13333333333333336
1,1,711.0,0.6666666666666669,0.0666666666666667
1,1,721.0,0.4666666666666667,0.1666666666666667
1,1,731.0,0.4666666666666667,0.03333333333333333
1,1,741.0,0.5,0.16666666666666669
1,1,751.0,0.43333333333333335,0.2333333333333333
1,1,761.0,0.4666666666666667,0.1
1,1,771.0,0.5,0.2333333333333334
1,1,781.0,0.4333333333333333,0.06666666666666667
1,1,791.0,0.5,0.13333333333333333
1,1,801.0,0.33333333333333337,0.06666666666666667
1,1,811.0,0.5,0.16666666666666666
1,1,821.0,0.4666666666666667,0.16666666666666669
1,1,831.0,0.43333333333333335,0.13333333333333336
1,1,841.0,0.4333333333333333,0.16666666666666666
1,1,851.0,0.5666666666666667,0.13333333333333336
1,1,861.0,0.5333333333333333,0.13333333333333336
1,1,871.0,0.5333333333333334,0.13333333333333336
1,1,881.0,0.4333333333333333,0.1
1,1,891.0,0.4666666666666667,0.13333333333333336
1,1,901.0,0.6333333333333335,0.16666666666666669
1,1,911.0,0.43333333333333335,0.19999999999999998
1,1,921.0,0.5666666666666668,0.1
1,1,931.0,0.6666666666666667,0.1
1,1,941.0,0.4666666666666668,0.1666666666666667
1,1,951.0,0.6333333333333332,0.06666666666666668
1,1,961.0,0.3333333333333333,0.2
1,1,971.0,0.5333333333333333,0.19999999999999998
1,1,981.0,0.5,0.16666666666666666
1,1,991.0,0.4666666666666667,0.16666666666666669
1,1,1001.0,0.5333333333333333,0.06666666666666668
1,1,1011.0,0.3333333333333333,0.16666666666666669
1,1,1021.0,0.4666666666666666,0.19999999999999998
1,1,1031.0,0.39999999999999997,0.16666666666666669
1,1,1041.0,0.29999999999999993,0.13333333333333333
1,1,1051.0,0.5333333333333334,0.10000000000000002
1,1,1061.0,0.5333333333333334,0.06666666666666667
1,1,1071.0,0.4333333333333334,0.1666666666666667
1,1,1081.0,0.7,0.1
1,1,1091.0,0.43333333333333346,0.16666666666666666
1,1,1101.0,0.4,0.19999999999999998
1,1,1111.0,0.26666666666666666,0.2333333333333333
1,1,1121.0,0.5666666666666667,0.13333333333333333
1,1,1131.0,0.4,0.13333333333333333
1,1,1141.0,0.5666666666666667,0.19999999999999998
1,1,1151.0,0.5333333333333333,0.1666666666666667
1,1,1161.0,0.5666666666666668,0.10000000000000002
1,1,1171.0,0.4,0.19999999999999998
1,1,1181.0,0.43333333333333335,0.1
1,1,1191.0,0.4666666666666667,0.16666666666666666
1,1,1201.0,0.5,0.13333333333333336
1,1,1211.0,0.5666666666666669,0.13333333333333336
1,1,1221.0,0.5666666666666664,0.13333333333333333
1,1,1231.0,0.5333333333333332,0.19999999999999998
1,1,1241.0,0.3333333333333333,0.16666666666666669
1,1,1251.0,0.4666666666666667,0.1666666666666667
1,1,1261.0,0.33333333333333337,0.1
1,1,1271.0,0.5333333333333334,0.2666666666666667
1,1,1281.0,0.4333333333333333,0.19999999999999998
1,1,1291.0,0.5,0.2
1,1,1301.0,0.4,0.16666666666666669
1,1,1311.0,0.3333333333333333,0.1
1,1,1321.0,0.49999999999999994,0.03333333333333334
1,1,1331.0,0.5333333333333333,0.19999999999999998
1,1,1341.0,0.6000000000000001,0.13333333333333333
1,1,1351.0,0.36666666666666664,0.16666666666666669
1,1,1361.0,0.39999999999999997,0.1333333333333333
1,1,1371.0,0.5,0.16666666666666669
1,1,1381.0,0.4666666666666668,0.03333333333333333
1,1,1391.0,0.4333333333333334,0.13333333333333333
1,1,1401.0,0.4,0.1666666666666667
1,1,1411.0,0.5333333333333333,0.2333333333333333
1,1,1421.0,0.3666666666666667,0.16666666666666666
1,1,1431.0,0.4333333333333334,0.2666666666666667
1,1,1441.0,0.5333333333333333,0.2333333333333333
1,1,1451.0,0.4,0.16666666666666666
1,1,1461.0,0.46666666666666656,0.1
1,1,1471.0,0.6000000000000001,0.2
1,1,1481.0,0.43333333333333324,0.1
1,1,1491.0,0.36666666666666664,0.13333333333333333
1,1,1501.0,0.6333333333333334,0.16666666666666666
1,1,1511.0,0.6,0.1
1,1,1521.0,0.5333333333333333,0.2
1,1,1531.0,0.5333333333333333,0.23333333333333334
1,1,1541.0,0.5666666666666668,0.16666666666666666
1,1,1551.0,0.43333333333333335,0.13333333333333333
1,1,1561.0,0.4,0.19999999999999998
1,1,1571.0,0.4666666666666666,0.1333333333333334
1,1,1581.0,0.4333333333333334,0.06666666666666668
1,1,1591.0,0.6,0.19999999999999998
1,1,1601.0,0.5333333333333333,0.09999999999999999
1,1,1611.0,0.5666666666666667,0.2333333333333333
1,1,1621.0,0.43333333333333335,0.2
1,1,1631.0,0.39999999999999997,0.2333333333333333
1,1,1641.0,0.5,0.19999999999999998
1,1,1651.0,0.4666666666666667,0.13333333333333336
1,1,1661.0,0.2666666666666667,0.2333333333333333
1,1,1671.0,0.5333333333333335,0.13333333333333333
1,1,1681.0,0.5,0.1
1,1,1691.0,0.49999999999999994,0.1
1,1,1701.0,0.43333333333333335,0.13333333333333333
1,1,1711.0,0.2666666666666668,0.16666666666666666
1,1,1721.0,0.4666666666666667,0.13333333333333336
1,1,1731.0,0.4,0.16666666666666666
1,1,1741.0,0.6,0.1
1,1,1751.0,0.3666666666666667,0.1
1,1,1761.0,0.4666666666666667,0.1
1,1,1771.0,0.5666666666666668,0.06666666666666668
1,1,1781.0,0.46666666666666673,0.13333333333333333
1,1,1791.0,0.33333333333333337,0.1
1,1,1801.0,0.5000000000000001,0.16666666666666669
1,1,1811.0,0.6333333333333333,0.19999999999999998
1,1,1821.0,0.5333333333333333,0.19999999999999998
1,1,1831.0,0.5333333333333333,0.06666666666666668
1,1,1841.0,0.5666666666666669,0.06666666666666667
1,1,1851.0,0.5333333333333334,0.1
1,1,1861.0,0.43333333333333335,0.2333333333333334
1,1,1871.0,0.5,0.1666666666666667
1,1,1881.0,0.6,0.16666666666666666
1,1,1891.0,0.4333333333333334,0.06666666666666668
1,1,1901.0,0.4000000000000001,0.2
1,1,1911.0,0.3666666666666667,0.2333333333333333
1,1,1921.0,0.4333333333333333,0.13333333333333333
1,1,1931.0,0.5666666666666668,0.13333333333333336
1,1,1941.0,0.4,0.16666666666666666
1,1,1951.0,0.4666666666666666,0.2
1,1,1961.0,0.5333333333333333,0.1
1,1,1971.0,0.36666666666666664,0.1
1,1,1981.0,0.6333333333333334,0.16666666666666666
1,1,1991.0,0.6000000000000002,0.16666666666666669
1,1,2001.0,0.5666666666666667,0.2333333333333334
1,1,2011.0,0.5,0.16666666666666669
1,1,2021.0,0.43333333333333335,0.16666666666666666
1,1,2031.0,0.5333333333333333,0.13333333333333336
1,1,2041.0,0.4666666666666667,0.2
1,1,2051.0,0.4666666666666666,0.10000000000000002
1,1,2061.0,0.5666666666666667,0.13333333333333336
1,1,2071.0,0.43333333333333335,0.13333333333333336
1,1,2081.0,0.39999999999999997,0.06666666666666668
1,1,2091.0,0.6333333333333331,0.06666666666666668
1,1,2101.0,0.3666666666666666,0.13333333333333336
1,1,2111.0,0.7000000000000001,0.1333333333333334
1,1,2121.0,0.43333333333333335,0.1
1,1,2131.0,0.5,0.1333333333333334
1,1,2141.0,0.46666666666666656,0.09999999999999999
1,1,2151.0,0.5333333333333334,0.1
1,1,2161.0,0.36666666666666664,0.16666666666666669
1,1,2171.0,0.43333333333333335,0.06666666666666667
1,1,2181.0,0.3666666666666667,0.16666666666666666
1,1,2191.0,0.36666666666666664,0.16666666666666669
1,1,2201.0,0.5666666666666668,0.16666666666666669
1,1,2211.0,0.3666666666666667,0.06666666666666667
1,1,2221.0,0.49999999999999994,0.13333333333333333
1,1,2231.0,0.46666666666666673,0.2333333333333333
1,1,2241.0,0.4666666666666667,0.13333333333333336
1,1,2251.0,0.39999999999999997,0.13333333333333336
1,1,2261.0,0.5,0.13333333333333333
1,1,2271.0,0.6,0.1
1,1,2281.0,0.4,0.19999999999999998
1,1,2291.0,0.6,0.1333333333333334
1,1,2301.0,0.2666666666666667,0.2333333333333334
1,1,2311.0,0.5666666666666667,0.13333333333333333
1,1,2321.0,0.5666666666666667,0.16666666666666669
1,1,2331.0,0.4666666666666667,0.16666666666666669
1,1,2341.0,0.5666666666666667,0.1
1,1,2351.0,0.5666666666666667,0.13333333333333336
1,1,2361.0,0.5333333333333334,0.2
1,1,2371.0,0.5,0.1666666666666667
1,1,2381.0,0.4,0.13333333333333336
1,1,2391.0,0.4666666666666667,0.16666666666666669
1,1,2401.0,0.46666666666666656,0.16666666666666669
1,1,2411.0,0.5333333333333333,0.1666666666666667
1,1,2421.0,0.43333333333333335,0.2333333333333333
1,1,2431.0,0.5666666666666668,0.1666666666666667
1,1,2441.0,0.6333333333333333,0.13333333333333333
1,1,2451.0,0.43333333333333335,0.16666666666666669
1,1,2461.0,0.5,0.1
1,1,2471.0,0.33333333333333337,0.2
1,1,2481.0,0.3333333333333333,0.1
1,1,2491.0,0.4,0.1333333333333333
1,1,2501.0,0.5333333333333333,0.19999999999999998
1,1,2511.0,0.43333333333333335,0.1666666666666667
1,1,2521.0,0.5333333333333333,0.13333333333333333
1,1,2531.0,0.4666666666666666,0.13333333333333336
1,1,2541.0,0.5000000000000001,0.09999999999999999
1,1,2551.0,0.4666666666666667,0.2666666666666667
1,1,2561.0,0.4,0.16666666666666666
1,1,2571.0,0.4333333333333334,0.16666666666666669
1,1,2581.0,0.4,0.06666666666666667
1,1,2591.0,0.6000000000000001,0.2
1,1,2601.0,0.6000000000000001,0.19999999999999998
1,1,2611.0,0.5666666666666667,0.06666666666666667
1,1,2621.0,0.5333333333333333,0.13333333333333336
1,1,2631.0,0.5,0.2333333333333333
1,1,2641.0,0.5000000000000001,0.2333333333333334
1,1,2651.0,0.39999999999999986,0.13333333333333336
1,1,2661.0,0.5,0.16666666666666669
1,1,2671.0,0.5666666666666667,0.2333333333333334
1,1,2681.0,0.4333333333333333,0.16666666666666666
1,1,2691.0,0.6,0.1
1,1,2701.0,0.5333333333333333,0.13333333333333333
1,1,2711.0,0.5333333333333334,0.1666666666666667
1,1,2721.0,0.4666666666666667,0.2333333333333333
1,1,2731.0,0.5666666666666667,0.2
1,1,2741.0,0.6000000000000001,0.16666666666666666
1,1,2751.0,0.4,0.0666666666666667
1,1,2761.0,0.4,0.16666666666666669
1,1,2771.0,0.5,0.13333333333333336
1,1,2781.0,0.4666666666666667,0.2
1,1,2791.0,0.5666666666666667,0.2
1,1,2801.0,0.3666666666666667,0.2333333333333333
1,1,2811.0,0.36666666666666664,0.2666666666666667
1,1,2821.0,0.3666666666666667,0.16666666666666669
1,1,2831.0,0.4,0.10000000000000002
1,1,2841.0,0.4666666666666667,0.19999999999999998
1,1,2851.0,0.43333333333333335,0.03333333333333335
1,1,2861.0,0.5,0.1
1,1,2871.0,0.5,0.2
1,1,2881.0,0.6333333333333332,0.2
1,1,2891.0,0.49999999999999983,0.19999999999999998
1,1,2901.0,0.6,0.19999999999999998
1,1,2911.0,0.3666666666666667,0.3
1,1,2921.0,0.4666666666666667,0.13333333333333333
1,1,2931.0,0.4666666666666666,0.1
1,1,2941.0,0.36666666666666664,0.13333333333333336
1,1,2951.0,0.4666666666666666,0.13333333333333333
1,1,2961.0,0.36666666666666675,0.2333333333333333
1,1,2971.0,0.3333333333333334,0.2333333333333333
1,1,2981.0,0.4666666666666668,0.16666666666666669
1,1,2991.0,0.6,0.1333333333333334
1,1,3001.0,0.4,0.03333333333333335
1,1,3011.0,0.5666666666666667,0.13333333333333333
1,1,3021.0,0.4666666666666667,0.16666666666666669
1,1,3031.0,0.4,0.2333333333333333
1,1,3041.0,0.4666666666666667,0.19999999999999998
1,1,3051.0,0.39999999999999997,0.19999999999999998
1,1,3061.0,0.5666666666666667,0.16666666666666666
1,1,3071.0,0.5666666666666668,0.1
1,1,3081.0,0.3,0.2666666666666667
1,1,3091.0,0.4,0.13333333333333333
1,1,3101.0,0.4666666666666667,0.19999999999999998
1,1,3111.0,0.5999999999999999,0.03333333333333334
1,1,3121.0,0.4,0.19999999999999998
1,1,3131.0,0.4333333333333334,0.16666666666666666
1,1,3141.0,0.4666666666666666,0.13333333333333333
1,1,3151.0,0.3666666666666667,0.1333333333333334
1,1,3161.0,0.6000000000000002,0.26666666666666666
1,1,3171.0,0.5333333333333333,0.13333333333333336
1,1,3181.0,0.5666666666666669,0.19999999999999998
1,1,3191.0,0.5,0.16666666666666666
1,1,3201.0,0.5666666666666667,0.2333333333333333
1,1,3211.0,0.6000000000000001,0.13333333333333333
1,1,3221.0,0.3666666666666667,0.16666666666666666
1,1,3231.0,0.3666666666666667,0.2333333333333333
1,1,3241.0,0.5,0.06666666666666668
1,1,3251.0,0.5333333333333333,0.13333333333333333
1,1,3261.0,0.30000000000000004,0.19999999999999998
1,1,3271.0,0.39999999999999997,0.19999999999999998
1,1,3281.0,0.4666666666666667,0.16666666666666669
1,1,3291.0,0.5666666666666668,0.06666666666666668
1,1,3301.0,0.4666666666666666,0.06666666666666668
1,1,3311.0,0.4666666666666667,0.19999999999999998
1,1,3321.0,0.5,0.1
1,1,3331.0,0.5000000000000001,0.16666666666666666
1,1,3341.0,0.29999999999999993,0.13333333333333336
1,1,3351.0,0.5666666666666667,0.03333333333333335
1,1,3361.0,0.4666666666666666,0.1
1,1,3371.0,0.6,0.1
1,1,3381.0,0.4333333333333334,0.1
1,1,3391.0,0.4333333333333334,0.2
1,1,3401.0,0.5666666666666667,0.16666666666666666
1,1,3411.0,0.33333333333333337,0.19999999999999998
1,1,3421.0,0.6,0.2333333333333333
1,1,3431.0,0.4666666666666667,0.1
1,1,3441.0,0.4666666666666667,0.1
1,1,3451.0,0.4666666666666667,0.1
1,1,3461.0,0.5,0.03333333333333333
1,1,3471.0,0.3,0.1
1,1,3481.0,0.5333333333333333,0.19999999999999998
1,1,3491.0,0.30000000000000004,0.2
1,1,3501.0,0.5333333333333333,0.13333333333333333
1,1,3511.0,0.4666666666666667,0.1
1,1,3521.0,0.3666666666666668,0.1
1,1,3531.0,0.5,0.16666666666666669
1,1,3541.0,0.36666666666666664,0.2
1,1,3551.0,0.5,0.2
1,1,3561.0,0.5000000000000001,0.19999999999999998
1,1,3571.0,0.6333333333333333,0.1333333333333334
1,1,3581.0,0.4,0.2
1,1,3591.0,0.4,0.06666666666666667
1,1,3601.0,0.4,0.1
1,1,3611.0,0.5,0.13333333333333336
1,1,3621.0,0.49999999999999994,0.16666666666666669
1,1,3631.0,0.4666666666666666,0.16666666666666666
1,1,3641.0,0.46666666666666673,0.1
1,1,3651.0,0.6333333333333334,0.16666666666666669
1,1,3661.0,0.5,0.13333333333333336
1,1,3671.0,0.39999999999999997,0.13333333333333336
1,1,3681.0,0.4,0.1
1,1,3691.0,0.5,0.1
1,1,3701.0,0.49999999999999994,0.0
1,1,3711.0,0.2666666666666667,0.16666666666666669
1,1,3721.0,0.4333333333333335,0.10000000000000002
1,1,3731.0,0.26666666666666666,0.1
1,1,3741.0,0.43333333333333335,0.13333333333333333
1,1,3751.0,0.4666666666666666,0.16666666666666669
1,1,3761.0,0.6666666666666666,0.13333333333333336
1,1,3771.0,0.4666666666666668,0.16666666666666666
1,1,3781.0,0.5666666666666667,0.1
1,1,3791.0,0.5333333333333332,0.19999999999999998
1,1,3801.0,0.4666666666666667,0.2
1,1,3811.0,0.43333333333333335,0.13333333333333333
1,1,3821.0,0.5333333333333333,0.16666666666666666
1,1,3831.0,0.4333333333333333,0.16666666666666666
1,1,3841.0,0.4666666666666666,0.16666666666666669
1,1,3851.0,0.4333333333333333,0.1
1,1,3861.0,0.5333333333333332,0.06666666666666668
1,1,3871.0,0.40000000000000013,0.19999999999999998
1,1,3881.0,0.43333333333333335,0.2
1,1,3891.0,0.5333333333333333,0.1333333333333334
1,1,3901.0,0.46666666666666673,0.19999999999999998
1,1,3911.0,0.6000000000000001,0.16666666666666669
1,1,3921.0,0.5666666666666667,0.2333333333333333
1,1,3931.0,0.3333333333333333,0.1333333333333333
1,1,3941.0,0.6000000000000001,0.2333333333333333
1,1,3951.0,0.49999999999999994,0.2333333333333334
1,1,3961.0,0.4,0.16666666666666666
1,1,3971.0,0.4333333333333333,0.2
1,1,3981.0,0.4,0.03333333333333334
1,1,3991.0,0.5666666666666665,0.13333333333333333
3,3,1.0,0.5666666666666669,0.0
3,3,11.0,0.36666666666666664,0.16666666666666669
3,3,21.0,0.6,0.1
3,3,31.0,0.4,0.19999999999999998
3,3,41.0,0.46666666666666673,0.1666666666666667
3,3,51.0,0.4000000000000001,0.1
3,3,61.0,0.33333333333333337,0.03333333333333335
3,3,71.0,0.5666666666666668,0.23333333333333334
3,3,81.0,0.29999999999999993,0.19999999999999998
3,3,91.0,0.5333333333333334,0.16666666666666669
3,3,101.0,0.4333333333333333,0.1
3,3,111.0,0.3333333333333333,0.23333333333333334
3,3,121.0,0.4333333333333333,0.19999999999999998
3,3,131.0,0.4333333333333333,0.23333333333333328
3,3,141.0,0.6,0.16666666666666666
3,3,151.0,0.26666666666666666,0.1
3,3,161.0,0.4666666666666667,0.13333333333333333
3,3,171.0,0.5333333333333333,0.23333333333333334
3,3,181.0,0.6333333333333333,0.13333333333333336
3,3,191.0,0.4,0.1
3,3,201.0,0.46666666666666673,0.2
3,3,211.0,0.5666666666666668,0.1
3,3,221.0,0.5333333333333334,0.16666666666666666
3,3,231.0,0.5333333333333333,0.1
3,3,241.0,0.36666666666666664,0.23333333333333334
3,3,251.0,0.4333333333333333,0.19999999999999998
3,3,261.0,0.26666666666666666,0.19999999999999998
3,3,271.0,0.5666666666666669,0.13333333333333336
3,3,281.0,0.6,0.10000000000000003
3,3,291.0,0.4666666666666668,0.16666666666666669
3,3,301.0,0.4666666666666668,0.1
3,3,311.0,0.36666666666666675,0.1
3,3,321.0,0.43333333333333335,0.13333333333333333
3,3,331.0,0.5333333333333333,0.1
3,3,341.0,0.5666666666666668,0.06666666666666667
3,3,351.0,0.4,0.13333333333333333
3,3,361.0,0.4333333333333333,0.16666666666666666
3,3,371.0,0.5,0.13333333333333333
3,3,381.0,0.36666666666666664,0.06666666666666668
3,3,391.0,0.5333333333333335,0.0
3,3,401.0,0.43333333333333335,0.13333333333333333
3,3,411.0,0.4,0.1
3,3,421.0,0.33333333333333337,0.13333333333333333
3,3,431.0,0.30000000000000004,0.23333333333333328
3,3,441.0,0.3666666666666666,0.16666666666666666
3,3,451.0,0.5,0.19999999999999998
3,3,461.0,0.4333333333333333,0.16666666666666669
3,3,471.0,0.4333333333333334,0.06666666666666667
3,3,481.0,0.5,0.16666666666666669
3,3,491.0,0.5,0.16666666666666666
3,3,501.0,0.5333333333333333,0.06666666666666667
3,3,511.0,0.26666666666666666,0.23333333333333334
3,3,521.0,0.5,0.0
3,3,531.0,0.3333333333333334,0.2666666666666666
3,3,541.0,0.4,0.23333333333333328
3,3,551.0,0.3666666666666666,0.16666666666666669
3,3,561.0,0.5,0.2
3,3,571.0,0.5000000000000001,0.2
3,3,581.0,0.36666666666666664,0.0
3,3,591.0,0.43333333333333335,0.19999999999999998
3,3,601.0,0.5333333333333333,0.1
3,3,611.0,0.5,0.19999999999999998
3,3,621.0,0.43333333333333335,0.1
3,3,631.0,0.5,0.1
3,3,641.0,0.4,0.16666666666666666
3,3,651.0,0.5,0.19999999999999998
3,3,661.0,0.4,0.1666666666666667
3,3,671.0,0.5333333333333333,0.19999999999999998
3,3,681.0,0.5,0.23333333333333328
3,3,691.0,0.4666666666666667,0.19999999999999998
3,3,701.0,0.3666666666666667,0.16666666666666666
3,3,711.0,0.4666666666666667,0.13333333333333336
3,3,721.0,0.4666666666666667,0.1
3,3,731.0,0.5333333333333335,0.1
3,3,741.0,0.4666666666666667,0.06666666666666667
3,3,751.0,0.5666666666666668,0.16666666666666666
3,3,761.0,0.5333333333333334,0.16666666666666666
3,3,771.0,0.43333333333333335,0.16666666666666666
3,3,781.0,0.36666666666666664,0.16666666666666666
3,3,791.0,0.4,0.13333333333333333
3,3,801.0,0.46666666666666673,0.19999999999999996
3,3,811.0,0.5,0.1
3,3,821.0,0.5,0.13333333333333336
3,3,831.0,0.19999999999999998,0.26666666666666666
3,3,841.0,0.46666666666666673,0.13333333333333336
3,3,851.0,0.5000000000000001,0.23333333333333334
3,3,861.0,0.5666666666666668,0.1
3,3,871.0,0.5333333333333334,0.13333333333333333
3,3,881.0,0.3666666666666666,0.1
3,3,891.0,0.5,0.16666666666666666
3,3,901.0,0.4666666666666667,0.13333333333333336
3,3,911.0,0.43333333333333324,0.13333333333333333
3,3,921.0,0.4333333333333334,0.1
3,3,931.0,0.5000000000000001,0.16666666666666669
3,3,941.0,0.43333333333333335,0.13333333333333336
3,3,951.0,0.4666666666666667,0.1
3,3,961.0,0.3333333333333334,0.23333333333333334
3,3,971.0,0.3,0.1
3,3,981.0,0.4333333333333333,0.1
3,3,991.0,0.4666666666666668,0.13333333333333336
3,3,1001.0,0.43333333333333335,0.13333333333333333
3,3,1011.0,0.3333333333333333,0.1
3,3,1021.0,0.5333333333333333,0.1
3,3,1031.0,0.5666666666666668,0.1
3,3,1041.0,0.5333333333333334,0.1
3,3,1051.0,0.3333333333333333,0.2666666666666666
3,3,1061.0,0.4666666666666666,0.13333333333333333
3,3,1071.0,0.5000000000000001,0.19999999999999998
3,3,1081.0,0.4666666666666667,0.19999999999999998
3,3,1091.0,0.5333333333333333,0.1
3,3,1101.0,0.3666666666666667,0.1
3,3,1111.0,0.36666666666666664,0.23333333333333334
3,3,1121.0,0.4666666666666668,0.16666666666666666
3,3,1131.0,0.36666666666666664,0.03333333333333333
3,3,1141.0,0.43333333333333335,0.06666666666666668
3,3,1151.0,0.5666666666666668,0.19999999999999998
3,3,1161.0,0.3666666666666667,0.13333333333333333
3,3,1171.0,0.5666666666666668,0.1
3,3,1181.0,0.5666666666666668,0.13333333333333333
3,3,1191.0,0.3,0.16666666666666666
3,3,1201.0,0.43333333333333324,0.1
3,3,1211.0,0.3666666666666667,0.16666666666666669
3,3,1221.0,0.36666666666666664,0.16666666666666666
3,3,1231.0,0.4,0.16666666666666666
3,3,1241.0,0.33333333333333337,0.19999999999999998
3,3,1251.0,0.4666666666666666,0.16666666666666666
3,3,1261.0,0.3666666666666667,0.16666666666666666
3,3,1271.0,0.3666666666666667,0.13333333333333336
3,3,1281.0,0.3333333333333333,0.16666666666666669
3,3,1291.0,0.4,0.06666666666666667
3,3,1301.0,0.39999999999999997,0.13333333333333333
3,3,1311.0,0.4666666666666668,0.13333333333333333
3,3,1321.0,0.5000000000000001,0.10000000000000002
3,3,1331.0,0.39999999999999997,0.16666666666666666
3,3,1341.0,0.4666666666666667,0.13333333333333333
3,3,1351.0,0.6666666666666667,0.06666666666666668
3,3,1361.0,0.6333333333333332,0.06666666666666667
3,3,1371.0,0.4666666666666667,0.19999999999999998
3,3,1381.0,0.43333333333333324,0.13333333333333333
3,3,1391.0,0.39999999999999997,0.16666666666666666
3,3,1401.0,0.43333333333333335,0.2
3,3,1411.0,0.43333333333333324,0.16666666666666669
3,3,1421.0,0.4,0.16666666666666666
3,3,1431.0,0.4666666666666667,0.16666666666666669
3,3,1441.0,0.43333333333333335,0.13333333333333333
3,3,1451.0,0.4,0.16666666666666666
3,3,1461.0,0.3999999999999999,0.13333333333333336
3,3,1471.0,0.43333333333333335,0.2
3,3,1481.0,0.26666666666666666,0.06666666666666667
3,3,1491.0,0.5333333333333334,0.1
3,3,1501.0,0.3333333333333334,0.19999999999999998
3,3,1511.0,0.40000000000000013,0.1
3,3,1521.0,0.4,0.13333333333333333
3,3,1531.0,0.36666666666666664,0.06666666666666668
3,3,1541.0,0.5333333333333333,0.06666666666666668
3,3,1551.0,0.5666666666666668,0.06666666666666668
3,3,1561.0,0.5,0.13333333333333333
3,3,1571.0,0.5,0.16666666666666666
3,3,1581.0,0.6,0.13333333333333336
3,3,1591.0,0.4,0.13333333333333336
3,3,1601.0,0.4000000000000001,0.13333333333333333
3,3,1611.0,0.5999999999999999,0.23333333333333328
3,3,1621.0,0.5000000000000001,0.13333333333333333
3,3,1631.0,0.36666666666666664,0.19999999999999998
3,3,1641.0,0.5,0.1
3,3,1651.0,0.30000000000000004,0.26666666666666666
3,3,1661.0,0.4,0.16666666666666669
3,3,1671.0,0.36666666666666664,0.1
3,3,1681.0,0.36666666666666664,0.16666666666666666
3,3,1691.0,0.4333333333333333,0.1
3,3,1701.0,0.5000000000000001,0.2
